1182,18610,2,1.5,1974,0.11,1,2,1,0
1439,73500,3,2,1977,0.18,0,1,1,0
855,55667,2,1,1955,0.17,0,1,1,0
1848,115990,3,2,1959,0.20,0,1,1,0
2096,118343,3,2,1964,0.34,0,1,1,0
1165,70728,3,1,1958,0.24,0,1,1,0
2016,111469,3,2,1968,0.20,0,1,1,0
1144,67019,3,1,1958,0.31,0,1,1,0
2093,118914,3,2,1966,0.21,1,1,1,0
985,72576,3,1,1967,0.17,0,1,1,0
1011,46000,3,1,1972,0.13,0,1,1,0
2456,90834,4,2,1964,0.18,1,1,1,0
1483,101084,3,2,1973,0.19,0,1,1,0
1199,81465,3,2,1973,0.27,0,1,1,0
1393,74900,3,2,1973,0.18,1,1,1,0
1189,79750,3,2,1977,0.22,1,1,0,0
1275,81209,4,2,1967,0.22,0,1,1,0
1288,75564,3,2,1967,0.22,0,1,1,0
1440,58000,3,1,1946,0.16,1,1,1,0
1130,73000,3,1.5,1955,0.30,2,1,1,0
2288,123495,4,2,1969,0.31,2,2,1,0
1208,90000,3,2,1977,0.18,1,1,0,0
1542,139900,3,2,1966,0.20,0,1,1,0
1120,91141,3,2,1963,0.20,0,1,1,0
1417,81176,3,2,1973,0.31,0,1,1,0
1496,86838,3,2,1963,0.19,0,1,1,0
1000,80000,3,1,1958,0.18,0,1,2,0
1407,119900,3,2,1966,0.21,0,1,1,0
1120,71900,3,2,1974,0.20,0,1,1,0
1001,65500,3,1,1959,0.24,0,1,2,0
1496,118353,3,2,1966,0.24,0,1,1,0
2073,111900,4,2,1959,0.23,0,1,1,0
1210,71000,3,2,1964,0.19,0,1,1,0
1600,125000,3,2,1962,0.20,0,2,2,0
1333,83822,3,2,1972,0.28,0,1,1,0
1363,88478,3,2,1961,0.18,0,1,2,0
1113,57321,3,1,1973,0.15,0,1,1,0
1460,85076,3,1.5,1965,0.24,0,1,1,0
1136,110000,3,1.5,1972,0.25,1,2,1,0
1209,78500,3,2,1958,0.23,0,1,1,0
1627,86652,3,2,1964,0.19,0,1,1,0
1800,90345,3,2,1959,0.25,0,1,1,0
1384,89611,3,2,1966,0.22,0,1,1,0
1390,80750,4,2,1973,0.16,0,1,1,0
1812,89000,4,1.5,1967,0.20,1,1,1,0
1367,93136,3,2,1966,0.21,0,1,2,0
1016,55000,3,1,1956,0.28,0,1,1,0
1664,85639,4,2,1963,0.18,0,1,1,0
1400,80000,2,1,1963,0.17,0,1,1,0
1502,86217,3,3,1964,0.19,0,2,1,0
1020,110000,2,1,1950,0.17,0,1,1,1
982,39900,3,1,1940,0.17,0,1,0,1
1466,149000,3,2,1977,0.19,0,1,1,1
1096,109600,2,1,1926,0.16,0,1,0,1
750,65000,2,1,1946,0.17,0,1,0,1
1064,75000,2,1,1921,0.15,0,1,0,1
976,73000,2,1,1926,0.16,0,1,0,1
1395,269900,5,2,1959,0.21,1,1,1,1
826,73000,2,1,1926,0.16,0,1,0,1
1456,75000,3,2,1926,0.16,0,1,0,1
960,65000,2,2,1948,0.16,1,2,0,1
810,65000,2,1,1926,0.14,0,1,0,1
988,25000,2,1,1936,0.16,0,1,0,1
912,75000,3,2,1926,0.16,0,1,0,1
784,60000,2,1,1944,0.16,0,1,1,1
1415,155000,3,2,1997,0.22,2,1,1,1
1772,199000,3,2,1960,0.2,2,1,1,1
902,59000,2,1,1948,0.07,0,1,0,1
1976,199900,3,2,1952,0.29,2,1,1,1
1781,148500,3,2,1951,0.29,1,1,1,1
1491,135000,3,1,1953,0.27,1,1,0,1
1846,250000,3,2,1949,0.95,2,1,1,1
2482,279000,3,3,1951,0.43,2,1,0,1
1129,85000,3,1,1941,0.21,0,1,0,1
2245,229000,4,3,1956,0.24,2,1,1,1
866,37900,3,1,1952,0.16,0,1,0,1
1292,61000,3,2,1926,0.16,0,1,0,1
816,60000,2,1,1926,0.16,0,1,0,1
2451,249900,4,3,1971,0.28,2,1,1,1
1924,149000,3,2,1951,0.6,1,1,0,1
1825,154900,3,2,1964,0.21,2,1,1,1
1241,54900,3,1,1942,0.13,0,1,0,1
816,15000,2,1,1941,0.16,0,1,0,1
1640,25900,4,2,1927,0.16,0,1,0,1
2046,127000,4,2,1928,0.19,0,1,1,1
1929,179900,4,2,1954,0.16,0,1,0,1
2466,172600,5,4,1954,0.29,1,1,1,1
1544,157500,3,2,1960,0.21,0,1,1,1
1748,155000,3,2,1959,0.22,2,1,1,1
1868,125000,3,2,1925,0.2,0,1,0,1
1550,84093,3,2,1925,0.16,0,1,0,1
992,57535,3,1,1927,0.16,0,1,0,1
1140,59782,3,1,1925,0.16,2,1,0,1
1648,119000,3,3,1956,0.17,0,1,1,1
860,44112,2,1,1947,0.08,0,1,0,1
1621,134999,3,2,1956,0.21,0,1,1,1
1338,76329,3,1,1952,0.16,1,1,0,1
1251,109500,3,2,1946,0.16,0,1,0,1
2217,319000,3,2,2002,0.16,2,1,1,1
1475,133700,3,2,1943,0.16,0,1,0,1
1213,1600000,3,1,1948,0.18,1,1,0,2
1565,1645000,3,4,2009,0.08,2,3,0,2
1850,1688000,3,3,1964,0.04,2,2,0,2
954,512000,2,2,1974,0.04,0,1,0,2
1729,1090000,3,3,1995,0.22,2,2,0,2
1881,1329000,3,3,1977,0.02,2,2,0,2
1742,985000,3,3,1994,0.02,2,2,0,2
994,520000,2,2,1977,0.02,1,1,0,2
2362,2199000,3,2,1959,0.16,2,1,0,2
1150,373000,2,2,1961,0.07,0,1,0,2
2202,1575000,3,3,1968,0.04,2,2,0,2
1540,1599000,3,2,2005,0.04,1,3,0,2
1652,1250000,2,2,2003,0.04,2,1,0,2
1878,2600000,3,2,1956,0.08,3,2,1,2
1157,609000,2,3,1979,0.04,2,2,0,2
1288,1900000,2,1,1964,0,2,1,0,2
1604,3595000,2,3,1953,0.22,2,1,0,2
1550,1999000,2,3,2003,0.04,1,2,0,2
1585,739500,2,3,2000,0.04,1,2,0,2
2134,135990,4,4,2020,0.04,2,3,0,2
2386,3195000,3,3,1997,0.04,2,3,0,2
2100,2775000,3,4,2014,0.04,2,2,0,2
2458,1495000,4,3,1972,0.08,2,1,0,2
1708,1050900,3,4,2020,0.04,2,3,0,2
1640,1899000,4,3,1962,0.04,1,1,0,2
1835,1650000,4,3,1960,0.06,2,1,0,2
2371,2575000,7,4,1955,0.08,2,1,0,2
1912,1799000,3,3,1994,0.09,2,2,0,2
1809,1193953,4,4,2020,0.04,2,3,0,2
1236,1950000,2,3,2020,0.04,2,2,0,2
2191,2095000,4,3,1961,0.18,5,1,0,2
1390,1495000,3,2,2020,0.07,2,2,0,2
1769,1795000,3,3,2020,0.07,2,3,0,2
2031,2510000,3,3,1938,0.05,2,2,0,2
1500,1450000,3,2,1928,0.16,1,1,0,2
1726,2400000,3,3,1956,0.07,2,1,1,2
1873,3750000,2,3,1972,0.04,2,1,0,2
1721,1795000,3,3,1956,0.17,2,1,0,2
1462,1045000,3,3,1969,0.05,0,2,0,2
2500,2345000,2,3,1987,0.02,2,1,0,2
2240,3895000,3,4,2019,0.02,2,1,0,2
2240,1339000,3,3,2003,0.02,2,2,0,2
1652,1075000,2,2,2004,0.02,2,2,0,2
2208,2175000,6,5,1948,0.07,6,2,0,2
1601,1025000,3,3,1987,0.08,2,2,0,2
2080,1375000,3,3,1973,0.04,2,2,0,2
1633,1047000,4,3,1969,0.06,2,2,0,2
2260,6495000,3,2,1948,0.11,2,2,0,2
1889,1360000,3,3,1977,0.04,4,2,0,2
1703,2175000,5,4,1931,0.05,2,2,0,2
